individual,time,treat_post,outcome,treat,post,time_to_treat
76,5,0,22.75300556,1,0,-1
76,6,1,47.16191032,1,1,0
76,7,1,37.9665895,1,1,1
76,8,1,37.92418062,1,1,2
76,9,1,34.2082111,1,1,3
76,10,1,43.5015494,1,1,4
77,1,0,18.62181087,1,0,-5
77,2,0,23.61004907,1,0,-4
77,3,0,37.30042269,1,0,-3
77,4,0,25.5197005,1,0,-2
77,5,0,33.24636663,1,0,-1
77,6,1,30.48411787,1,1,0
77,7,1,35.32505755,1,1,1
77,8,1,45.85400318,1,1,2
77,9,1,35.36516471,1,1,3
77,10,1,49.06224279,1,1,4
78,1,0,25.03875968,1,0,-5
78,2,0,20.18766612,1,0,-4
78,3,0,27.6620387,1,0,-3
78,4,0,30.86277225,1,0,-2
78,5,0,30.60904981,1,0,-1
78,6,1,26.1488764,1,1,0
78,7,1,31.86431412,1,1,1
78,8,1,35.76240682,1,1,2
78,9,1,38.12783285,1,1,3
78,10,1,43.10336049,1,1,4
79,1,0,22.388505,1,0,-5
79,2,0,16.32327821,1,0,-4
79,3,0,26.40098926,1,0,-3
79,4,0,29.05292873,1,0,-2
79,5,0,30.29895224,1,0,-1
79,6,1,39.40390363,1,1,0
79,7,1,39.66961077,1,1,1
79,8,1,39.2959004,1,1,2
79,9,1,38.14917144,1,1,3
79,10,1,31.69519533,1,1,4
80,1,0,23.6480911,1,0,-5
80,2,0,24.03843844,1,0,-4
80,3,0,25.85789419,1,0,-3
80,4,0,19.61625712,1,0,-2
80,5,0,22.0947173,1,0,-1
80,6,1,39.26576427,1,1,0
80,7,1,35.30222423,1,1,1
80,8,1,40.40750349,1,1,2
80,9,1,38.64159188,1,1,3
80,10,1,40.1487807,1,1,4
81,1,0,26.19141903,1,0,-5
81,2,0,20.41977636,1,0,-4
81,3,0,24.98060388,1,0,-3
81,4,0,23.68862356,1,0,-2
81,5,0,25.32751886,1,0,-1
81,6,1,32.45413938,1,1,0
81,7,1,36.61066886,1,1,1
81,8,1,34.60625689,1,1,2
81,9,1,44.77878063,1,1,3
81,10,1,35.52696349,1,1,4
82,1,0,20.56564178,1,0,-5
82,2,0,20.80134471,1,0,-4
82,3,0,31.73488942,1,0,-3
82,4,0,26.98277388,1,0,-2
82,5,0,32.6592227,1,0,-1
82,6,1,26.57219813,1,1,0
82,7,1,36.83525133,1,1,1
82,8,1,41.44815398,1,1,2
82,9,1,38.91141995,1,1,3
82,10,1,45.32740188,1,1,4
83,1,0,18.91355775,1,0,-5
83,2,0,30.0467372,1,0,-4
83,3,0,35.99449062,1,0,-3
83,4,0,24.1858072,1,0,-2
83,5,0,25.27248739,1,0,-1
83,6,1,41.26692239,1,1,0
83,7,1,43.39786073,1,1,1
83,8,1,34.38569986,1,1,2
83,9,1,36.39906591,1,1,3
83,10,1,38.59107696,1,1,4
84,1,0,14.77774744,1,0,-5
84,2,0,18.40674027,1,0,-4
84,3,0,19.47929617,1,0,-3
84,4,0,22.16101217,1,0,-2
84,5,0,27.32657556,1,0,-1
84,6,1,35.17107366,1,1,0
84,7,1,43.25250246,1,1,1
84,8,1,32.0082298,1,1,2
84,9,1,43.42161199,1,1,3
84,10,1,38.93005578,1,1,4
85,1,0,21.25268145,1,0,-5
85,2,0,26.37409746,1,0,-4
85,3,0,18.88638989,1,0,-3
85,4,0,27.91204873,1,0,-2
85,5,0,28.33226104,1,0,-1
85,6,1,36.46225632,1,1,0
85,7,1,36.94584322,1,1,1
85,8,1,49.2765007,1,1,2
85,9,1,35.31130008,1,1,3
85,10,1,37.34501522,1,1,4
86,1,0,18.38429737,1,0,-5
86,2,0,20.2226144,1,0,-4
86,3,0,21.31306436,1,0,-3
86,4,0,31.94508266,1,0,-2
86,5,0,34.60252124,1,0,-1
86,6,1,31.14626853,1,1,0
86,7,1,31.33822213,1,1,1
86,8,1,39.35707778,1,1,2
86,9,1,35.73888478,1,1,3
86,10,1,43.16465909,1,1,4
87,1,0,22.5146151,1,0,-5
87,2,0,15.42127943,1,0,-4
87,3,0,32.23752601,1,0,-3
87,4,0,34.97938837,1,0,-2
87,5,0,24.43605655,1,0,-1
87,6,1,32.0614922,1,1,0
87,7,1,36.92932695,1,1,1
87,8,1,38.67228395,1,1,2
87,9,1,41.79272136,1,1,3
87,10,1,50.05102269,1,1,4
88,1,0,20.61526386,1,0,-5
88,2,0,19.00851378,1,0,-4
88,3,0,17.60340386,1,0,-3
88,4,0,22.3453498,1,0,-2
88,5,0,27.33436514,1,0,-1
88,6,1,42.97278932,1,1,0
88,7,1,32.9119435,1,1,1
88,8,1,38.11893976,1,1,2
88,9,1,38.41788552,1,1,3
88,10,1,45.94196637,1,1,4
89,1,0,34.13466213,1,0,-5
89,2,0,20.34565614,1,0,-4
89,3,0,22.05280279,1,0,-3
89,4,0,31.22080439,1,0,-2
89,5,0,30.90945745,1,0,-1
89,6,1,43.23353663,1,1,0
89,7,1,38.41964093,1,1,1
89,8,1,35.20353955,1,1,2
89,9,1,41.45327415,1,1,3
89,10,1,45.5435179,1,1,4
90,1,0,25.60241091,1,0,-5
90,2,0,25.53637016,1,0,-4
90,3,0,29.83337345,1,0,-3
90,4,0,31.84647795,1,0,-2
90,5,0,34.41079496,1,0,-1
90,6,1,37.24354944,1,1,0
90,7,1,34.6644096,1,1,1
90,8,1,37.73356843,1,1,2
90,9,1,44.53254483,1,1,3
90,10,1,35.91532165,1,1,4
91,1,0,23.34336654,1,0,-5
91,2,0,21.03330594,1,0,-4
91,3,0,24.64372411,1,0,-3
91,4,0,32.39225931,1,0,-2
91,5,0,28.45549534,1,0,-1
91,6,1,34.23218274,1,1,0
91,7,1,28.7007193,1,1,1
91,8,1,40.73126783,1,1,2
91,9,1,41.72742091,1,1,3
91,10,1,50.81627362,1,1,4
92,1,0,19.96110883,1,0,-5
92,2,0,24.09575164,1,0,-4
92,3,0,25.74691842,1,0,-3
92,4,0,33.8872664,1,0,-2
92,5,0,27.02352234,1,0,-1
92,6,1,35.39510763,1,1,0
92,7,1,38.53948255,1,1,1
92,8,1,37.93304562,1,1,2
92,9,1,36.26783193,1,1,3
92,10,1,40.97044996,1,1,4
93,1,0,26.86815875,1,0,-5
93,2,0,17.8674235,1,0,-4
93,3,0,25.16484837,1,0,-3
93,4,0,22.49939593,1,0,-2
93,5,0,33.47523314,1,0,-1
93,6,1,26.38406548,1,1,0
93,7,1,32.70539076,1,1,1
93,8,1,38.88605938,1,1,2
93,9,1,46.32762015,1,1,3
93,10,1,39.67124869,1,1,4
94,1,0,18.72400237,1,0,-5
94,2,0,32.40578535,1,0,-4
94,3,0,17.2599305,1,0,-3
94,4,0,15.00597022,1,0,-2
94,5,0,29.70007225,1,0,-1
94,6,1,31.48972888,1,1,0
94,7,1,30.39383591,1,1,1
94,8,1,40.54178224,1,1,2
94,9,1,39.71900357,1,1,3
94,10,1,37.17960685,1,1,4
95,1,0,15.09847801,1,0,-5
95,2,0,27.36228664,1,0,-4
95,3,0,27.75100589,1,0,-3
95,4,0,25.50412068,1,0,-2
95,5,0,36.73318498,1,0,-1
95,6,1,28.64957617,1,1,0
95,7,1,27.87237415,1,1,1
95,8,1,33.54045965,1,1,2
95,9,1,38.27206992,1,1,3
95,10,1,41.21669725,1,1,4
96,1,0,20.29381971,1,0,-5
96,2,0,24.76027698,1,0,-4
96,3,0,18.24230288,1,0,-3
96,4,0,33.21882302,1,0,-2
96,5,0,27.08924411,1,0,-1
96,6,1,39.58647916,1,1,0
96,7,1,37.21362673,1,1,1
96,8,1,39.2837661,1,1,2
96,9,1,41.3488364,1,1,3
96,10,1,42.2385428,1,1,4
97,1,0,24.7136138,1,0,-5
97,2,0,29.64576265,1,0,-4
97,3,0,25.48260585,1,0,-3
97,4,0,29.54501879,1,0,-2
97,5,0,27.05132153,1,0,-1
97,6,1,41.20058608,1,1,0
97,7,1,32.11803849,1,1,1
97,8,1,46.00470216,1,1,2
97,9,1,38.29921025,1,1,3
97,10,1,32.84612449,1,1,4
98,1,0,22.14052207,1,0,-5
98,2,0,19.59474171,1,0,-4
98,3,0,28.70321774,1,0,-3
98,4,0,22.7368801,1,0,-2
98,5,0,25.26908283,1,0,-1
98,6,1,24.55229635,1,1,0
98,7,1,33.2384684,1,1,1
98,8,1,24.88060337,1,1,2
98,9,1,30.58048588,1,1,3
98,10,1,43.80207328,1,1,4
99,1,0,25.42900079,1,0,-5
99,2,0,25.12728781,1,0,-4
99,3,0,19.66511928,1,0,-3
99,4,0,25.76144322,1,0,-2
99,5,0,27.4819873,1,0,-1
99,6,1,28.20817655,1,1,0
99,7,1,43.01699151,1,1,1
99,8,1,41.38681145,1,1,2
99,9,1,37.39517913,1,1,3
99,10,1,40.13442919,1,1,4
100,1,0,22.54191404,1,0,-5
100,2,0,12.79132566,1,0,-4
100,3,0,23.26411309,1,0,-3
100,4,0,22.59007876,1,0,-2
100,5,0,22.49189995,1,0,-1
100,6,1,32.59449854,1,1,0
100,7,1,44.48843263,1,1,1
100,8,1,40.20421431,1,1,2
100,9,1,35.64410505,1,1,3
100,10,1,42.86291391,1,1,4
101,1,0,28.49677718,1,0,-5
101,2,0,27.62316841,1,0,-4
101,3,0,24.79815185,1,0,-3
101,4,0,22.76531611,1,0,-2
101,5,0,30.99111657,1,0,-1
101,6,1,35.96742693,1,1,0
101,7,1,39.9759661,1,1,1
101,8,1,40.17585901,1,1,2
101,9,1,43.74776358,1,1,3
101,10,1,37.32382394,1,1,4
102,1,0,28.08697033,1,0,-5
102,2,0,23.98799802,1,0,-4
102,3,0,34.87630436,1,0,-3
102,4,0,22.55406091,1,0,-2
102,5,0,36.17981902,1,0,-1
102,6,1,34.98955392,1,1,0
102,7,1,32.24290998,1,1,1
102,8,1,34.58057083,1,1,2
102,9,1,36.89826346,1,1,3
102,10,1,42.12082973,1,1,4
103,1,0,24.11417744,1,0,-5
103,2,0,20.13149998,1,0,-4
103,3,0,24.37822704,1,0,-3
103,4,0,36.71135179,1,0,-2
103,5,0,36.13771585,1,0,-1
103,6,1,36.18161835,1,1,0
103,7,1,35.69001739,1,1,1
103,8,1,37.60015663,1,1,2
103,9,1,41.56758986,1,1,3
103,10,1,34.88603717,1,1,4
104,1,0,20.21311731,1,0,-5
104,2,0,14.65707963,1,0,-4
104,3,0,26.49611561,1,0,-3
104,4,0,29.2359797,1,0,-2
104,5,0,25.08406769,1,0,-1
104,6,1,41.86993382,1,1,0
104,7,1,29.37117168,1,1,1
104,8,1,29.6781256,1,1,2
104,9,1,39.62225909,1,1,3
104,10,1,45.23549151,1,1,4
105,1,0,29.91963846,1,0,-5
105,2,0,20.70557869,1,0,-4
105,3,0,29.89340417,1,0,-3
105,4,0,25.80745765,1,0,-2
105,5,0,26.6368635,1,0,-1
105,6,1,38.41829969,1,1,0
105,7,1,38.76161439,1,1,1
105,8,1,29.11803922,1,1,2
105,9,1,45.88270175,1,1,3
105,10,1,46.90045677,1,1,4
106,1,0,18.37218649,1,0,-5
106,2,0,24.97901767,1,0,-4
106,3,0,26.97015093,1,0,-3
106,4,0,27.30336883,1,0,-2
106,5,0,24.74847423,1,0,-1
106,6,1,30.64188316,1,1,0
106,7,1,35.37222965,1,1,1
106,8,1,42.8636451,1,1,2
106,9,1,41.21800077,1,1,3
106,10,1,38.14692834,1,1,4
107,1,0,25.35849355,1,0,-5
107,2,0,8.757286897,1,0,-4
107,3,0,30.2438285,1,0,-3
107,4,0,17.30143111,1,0,-2
107,5,0,25.68779529,1,0,-1
107,6,1,28.40165053,1,1,0
107,7,1,29.02659262,1,1,1
107,8,1,42.80413394,1,1,2
107,9,1,36.16149399,1,1,3
107,10,1,41.73251941,1,1,4
108,1,0,21.26539711,1,0,-5
108,2,0,25.38520414,1,0,-4
108,3,0,24.88410946,1,0,-3
108,4,0,19.58503888,1,0,-2
108,5,0,32.4813341,1,0,-1
108,6,1,31.53121708,1,1,0
108,7,1,27.71709051,1,1,1
108,8,1,34.8594242,1,1,2
108,9,1,46.00379895,1,1,3
108,10,1,44.25110871,1,1,4
109,1,0,19.75673933,1,0,-5
109,2,0,21.25371148,1,0,-4
109,3,0,22.89182474,1,0,-3
109,4,0,36.38373992,1,0,-2
109,5,0,29.40967726,1,0,-1
109,6,1,36.15020824,1,1,0
109,7,1,40.65141727,1,1,1
109,8,1,38.1939458,1,1,2
109,9,1,37.20478927,1,1,3
109,10,1,39.01825075,1,1,4
110,1,0,21.1419937,1,0,-5
110,2,0,22.81388882,1,0,-4
110,3,0,28.13814772,1,0,-3
110,4,0,26.25972943,1,0,-2
110,5,0,31.16320039,1,0,-1
110,6,1,33.5964171,1,1,0
110,7,1,35.89317595,1,1,1
110,8,1,27.00899658,1,1,2
110,9,1,43.08163837,1,1,3
110,10,1,41.73244238,1,1,4
111,1,0,26.49005055,1,0,-5
111,2,0,8.518723109,1,0,-4
111,3,0,34.94187352,1,0,-3
111,4,0,25.30205186,1,0,-2
111,5,0,33.04091408,1,0,-1
111,6,1,28.80047036,1,1,0
111,7,1,38.56386953,1,1,1
111,8,1,31.73292218,1,1,2
111,9,1,35.3811552,1,1,3
111,10,1,49.57015677,1,1,4
112,1,0,20.546588,1,0,-5
112,2,0,24.08716437,1,0,-4
112,3,0,28.85033865,1,0,-3
112,4,0,28.47840944,1,0,-2
112,5,0,28.25209453,1,0,-1
112,6,1,35.82480501,1,1,0
112,7,1,47.51707793,1,1,1
112,8,1,36.71190601,1,1,2
112,9,1,39.50549523,1,1,3
112,10,1,45.25327198,1,1,4
113,1,0,27.02762966,1,0,-5
113,2,0,28.93515153,1,0,-4
113,3,0,27.69365111,1,0,-3
113,4,0,20.28497544,1,0,-2
113,5,0,35.66715766,1,0,-1
113,6,1,28.26827303,1,1,0
113,7,1,37.01317733,1,1,1
113,8,1,33.22862075,1,1,2
113,9,1,38.17930827,1,1,3
113,10,1,41.64381205,1,1,4
114,1,0,23.10678608,1,0,-5
114,2,0,25.10960377,1,0,-4
114,3,0,32.56855635,1,0,-3
114,4,0,28.26767151,1,0,-2
114,5,0,26.27921682,1,0,-1
114,6,1,38.82043584,1,1,0
114,7,1,41.44735244,1,1,1
114,8,1,30.86196092,1,1,2
114,9,1,41.48700035,1,1,3
114,10,1,43.50586371,1,1,4
115,1,0,20.01218248,1,0,-5
115,2,0,29.87853407,1,0,-4
115,3,0,23.74972206,1,0,-3
115,4,0,26.62788227,1,0,-2
115,5,0,26.63464088,1,0,-1
115,6,1,34.07789524,1,1,0
115,7,1,30.01862457,1,1,1
115,8,1,29.79974559,1,1,2
115,9,1,46.47252532,1,1,3
115,10,1,35.76519326,1,1,4
116,1,0,16.54303825,1,0,-5
116,2,0,12.23304943,1,0,-4
116,3,0,21.30519126,1,0,-3
116,4,0,19.38455103,1,0,-2
116,5,0,35.7100758,1,0,-1
116,6,1,39.04908545,1,1,0
116,7,1,32.05924827,1,1,1
116,8,1,48.26217903,1,1,2
116,9,1,43.40882743,1,1,3
116,10,1,38.37584308,1,1,4
117,1,0,9.002971426,1,0,-5
117,2,0,34.45471286,1,0,-4
117,3,0,17.55213767,1,0,-3
117,4,0,17.77300627,1,0,-2
117,5,0,32.61285216,1,0,-1
117,6,1,46.19876203,1,1,0
117,7,1,42.42136409,1,1,1
117,8,1,39.8195456,1,1,2
117,9,1,41.47377171,1,1,3
117,10,1,44.26707779,1,1,4
118,1,0,25.29464295,1,0,-5
118,2,0,24.40595712,1,0,-4
118,3,0,25.02100552,1,0,-3
118,4,0,25.68703436,1,0,-2
118,5,0,23.73017706,1,0,-1
118,6,1,32.59662462,1,1,0
118,7,1,27.03521593,1,1,1
118,8,1,36.50830187,1,1,2
118,9,1,33.55704446,1,1,3
118,10,1,34.48205341,1,1,4
119,1,0,22.39947076,1,0,-5
119,2,0,29.96001143,1,0,-4
119,3,0,29.09158303,1,0,-3
119,4,0,18.14749698,1,0,-2
119,5,0,22.55185932,1,0,-1
119,6,1,38.70385594,1,1,0
119,7,1,30.58756303,1,1,1
119,8,1,35.87683425,1,1,2
119,9,1,41.2502605,1,1,3
119,10,1,35.15827773,1,1,4
120,1,0,22.02687753,1,0,-5
120,2,0,16.32987253,1,0,-4
120,3,0,21.49316178,1,0,-3
120,4,0,27.59890967,1,0,-2
120,5,0,19.53503133,1,0,-1
120,6,1,36.20237369,1,1,0
120,7,1,35.40181101,1,1,1
120,8,1,39.76244977,1,1,2
120,9,1,39.61957067,1,1,3
120,10,1,46.82070215,1,1,4
121,1,0,22.12612251,1,0,-5
121,2,0,20.85297229,1,0,-4
121,3,0,25.11148752,1,0,-3
121,4,0,28.71649015,1,0,-2
121,5,0,27.74430035,1,0,-1
121,6,1,34.20295846,1,1,0
121,7,1,31.99004156,1,1,1
121,8,1,33.68549541,1,1,2
121,9,1,31.48697364,1,1,3
121,10,1,48.74788372,1,1,4
122,1,0,15.28068382,1,0,-5
122,2,0,19.53547401,1,0,-4
122,3,0,20.90796367,1,0,-3
122,4,0,30.47462188,1,0,-2
122,5,0,26.02525161,1,0,-1
122,6,1,40.23871036,1,1,0
122,7,1,32.13254688,1,1,1
122,8,1,38.39497081,1,1,2
122,9,1,34.32326473,1,1,3
122,10,1,50.72574564,1,1,4
123,1,0,15.5620079,1,0,-5
123,2,0,24.54910355,1,0,-4
123,3,0,27.6688844,1,0,-3
123,4,0,28.06899549,1,0,-2
123,5,0,26.57356171,1,0,-1
123,6,1,33.3508965,1,1,0
123,7,1,35.71905736,1,1,1
123,8,1,36.26498999,1,1,2
123,9,1,43.31939558,1,1,3
123,10,1,51.05261501,1,1,4
124,1,0,18.71254107,1,0,-5
124,2,0,16.1509851,1,0,-4
124,3,0,24.05858976,1,0,-3
124,4,0,38.89854669,1,0,-2
124,5,0,23.48162716,1,0,-1
124,6,1,42.19558403,1,1,0
124,7,1,43.88850407,1,1,1
124,8,1,34.23205879,1,1,2
124,9,1,41.3449154,1,1,3
124,10,1,48.14198312,1,1,4
125,1,0,19.6043613,1,0,-5
125,2,0,21.9820982,1,0,-4
125,3,0,21.59159543,1,0,-3
125,4,0,20.92621635,1,0,-2
125,5,0,24.25361227,1,0,-1
125,6,1,27.88029867,1,1,0
125,7,1,35.67041734,1,1,1
125,8,1,33.15013384,1,1,2
125,9,1,39.66892956,1,1,3
125,10,1,32.22052177,1,1,4
126,1,0,23.15440116,1,0,-5
126,2,0,27.16764481,1,0,-4
126,3,0,14.53132179,1,0,-3
126,4,0,27.87028285,1,0,-2
126,5,0,33.63834496,1,0,-1
126,6,1,27.95179491,1,1,0
126,7,1,43.86286193,1,1,1
126,8,1,39.09509505,1,1,2
126,9,1,34.97494072,1,1,3
126,10,1,39.72115461,1,1,4
127,1,0,24.29163456,1,0,-5
127,2,0,23.38002696,1,0,-4
127,3,0,27.19377996,1,0,-3
127,4,0,21.39663203,1,0,-2
127,5,0,28.34680412,1,0,-1
127,6,1,26.93142752,1,1,0
127,7,1,34.94386969,1,1,1
127,8,1,32.48046179,1,1,2
127,9,1,34.82235029,1,1,3
127,10,1,46.18046588,1,1,4
128,1,0,26.9565506,1,0,-5
128,2,0,26.0456906,1,0,-4
128,3,0,19.03843618,1,0,-3
128,4,0,24.41795775,1,0,-2
128,5,0,33.5654885,1,0,-1
128,6,1,34.70858457,1,1,0
128,7,1,47.0966477,1,1,1
128,8,1,38.9665892,1,1,2
128,9,1,39.46024558,1,1,3
128,10,1,38.45441768,1,1,4
129,1,0,22.16770452,1,0,-5
129,2,0,22.23765082,1,0,-4
129,3,0,28.04054338,1,0,-3
129,4,0,30.78351158,1,0,-2
129,5,0,23.5700527,1,0,-1
129,6,1,27.34383523,1,1,0
129,7,1,26.31897313,1,1,1
129,8,1,39.53995663,1,1,2
129,9,1,32.98316697,1,1,3
129,10,1,29.23554704,1,1,4
130,1,0,23.44289302,1,0,-5
130,2,0,35.46499759,1,0,-4
130,3,0,24.46964544,1,0,-3
130,4,0,30.19245387,1,0,-2
130,5,0,27.90914679,1,0,-1
130,6,1,33.50555173,1,1,0
130,7,1,40.09538241,1,1,1
130,8,1,35.54862728,1,1,2
130,9,1,39.83696157,1,1,3
130,10,1,41.60848903,1,1,4
131,1,0,18.15954773,1,0,-5
131,2,0,27.96021175,1,0,-4
131,3,0,23.62520122,1,0,-3
131,4,0,22.2212742,1,0,-2
131,5,0,30.18254922,1,0,-1
131,6,1,29.50766009,1,1,0
131,7,1,35.64090579,1,1,1
131,8,1,36.95440502,1,1,2
131,9,1,43.92947783,1,1,3
131,10,1,42.37349116,1,1,4
132,1,0,21.37486521,1,0,-5
132,2,0,27.0888315,1,0,-4
132,3,0,31.45103775,1,0,-3
132,4,0,28.78905153,1,0,-2
132,5,0,27.5517631,1,0,-1
132,6,1,27.44081884,1,1,0
132,7,1,30.17443168,1,1,1
132,8,1,35.47387648,1,1,2
132,9,1,35.45243899,1,1,3
132,10,1,39.06514349,1,1,4
133,1,0,21.78324962,1,0,-5
133,2,0,25.64846377,1,0,-4
133,3,0,24.14750611,1,0,-3
133,4,0,28.43250822,1,0,-2
133,5,0,27.82237207,1,0,-1
133,6,1,24.12266717,1,1,0
133,7,1,30.80332303,1,1,1
133,8,1,36.27956222,1,1,2
133,9,1,32.45152629,1,1,3
133,10,1,42.99964365,1,1,4
134,1,0,29.15375416,1,0,-5
134,2,0,29.09380926,1,0,-4
134,3,0,23.43278565,1,0,-3
134,4,0,33.45363068,1,0,-2
134,5,0,28.24333729,1,0,-1
134,6,1,32.31457014,1,1,0
134,7,1,32.43298668,1,1,1
134,8,1,35.48765157,1,1,2
134,9,1,36.55911591,1,1,3
134,10,1,40.85208111,1,1,4
135,1,0,22.30286991,1,0,-5
135,2,0,23.0152301,1,0,-4
135,3,0,26.68469085,1,0,-3
135,4,0,31.95323137,1,0,-2
135,5,0,32.24777068,1,0,-1
135,6,1,26.57551016,1,1,0
135,7,1,22.73039433,1,1,1
135,8,1,41.67159956,1,1,2
135,9,1,31.66560651,1,1,3
135,10,1,38.87617299,1,1,4
136,1,0,15.64943487,1,0,-5
136,2,0,13.99009781,1,0,-4
136,3,0,27.20731364,1,0,-3
136,4,0,29.7957758,1,0,-2
136,5,0,24.617448,1,0,-1
136,6,1,21.04478854,1,1,0
136,7,1,32.76877776,1,1,1
136,8,1,38.95902003,1,1,2
136,9,1,31.10544216,1,1,3
136,10,1,40.9167996,1,1,4
137,1,0,21.42345075,1,0,-5
137,2,0,25.8964575,1,0,-4
137,3,0,25.09790184,1,0,-3
137,4,0,21.1346553,1,0,-2
137,5,0,33.48285751,1,0,-1
137,6,1,33.20735213,1,1,0
137,7,1,35.3634773,1,1,1
137,8,1,32.3336602,1,1,2
137,9,1,36.28358874,1,1,3
137,10,1,35.57598643,1,1,4
138,1,0,20.6352697,1,0,-5
138,2,0,31.5585424,1,0,-4
138,3,0,17.64049429,1,0,-3
138,4,0,17.93219301,1,0,-2
138,5,0,34.85585164,1,0,-1
138,6,1,32.95338161,1,1,0
138,7,1,32.15463631,1,1,1
138,8,1,42.19952344,1,1,2
138,9,1,35.4719223,1,1,3
138,10,1,49.13004857,1,1,4
139,1,0,24.88962936,1,0,-5
139,2,0,20.56044296,1,0,-4
139,3,0,35.28654107,1,0,-3
139,4,0,22.97142538,1,0,-2
139,5,0,31.21047686,1,0,-1
139,6,1,35.4964629,1,1,0
139,7,1,42.00870645,1,1,1
139,8,1,44.80755598,1,1,2
139,9,1,38.66002075,1,1,3
139,10,1,36.23291065,1,1,4
140,1,0,23.79986071,1,0,-5
140,2,0,19.61142315,1,0,-4
140,3,0,34.56693624,1,0,-3
140,4,0,26.68267666,1,0,-2
140,5,0,25.67339224,1,0,-1
140,6,1,34.92340153,1,1,0
140,7,1,28.76436855,1,1,1
140,8,1,32.14192981,1,1,2
140,9,1,44.50206954,1,1,3
140,10,1,36.71552861,1,1,4
141,1,0,16.26544509,1,0,-5
141,2,0,25.68326376,1,0,-4
141,3,0,30.42852077,1,0,-3
141,4,0,29.59476655,1,0,-2
141,5,0,32.48023843,1,0,-1
141,6,1,30.21602456,1,1,0
141,7,1,28.39094667,1,1,1
141,8,1,44.50666826,1,1,2
141,9,1,36.88660081,1,1,3
141,10,1,38.74583492,1,1,4
142,1,0,28.14097071,1,0,-5
142,2,0,25.78115005,1,0,-4
142,3,0,26.77943886,1,0,-3
142,4,0,36.82501172,1,0,-2
142,5,0,24.28240885,1,0,-1
142,6,1,38.63920064,1,1,0
142,7,1,35.78506562,1,1,1
142,8,1,38.34296139,1,1,2
142,9,1,46.14234213,1,1,3
142,10,1,42.53917878,1,1,4
143,1,0,24.1914804,1,0,-5
143,2,0,28.36253669,1,0,-4
143,3,0,22.67523635,1,0,-3
143,4,0,21.80395166,1,0,-2
143,5,0,22.27595403,1,0,-1
143,6,1,24.16821705,1,1,0
143,7,1,45.78103565,1,1,1
143,8,1,31.48395817,1,1,2
143,9,1,37.39373188,1,1,3
143,10,1,38.6159335,1,1,4
144,1,0,23.03703349,1,0,-5
144,2,0,27.07868606,1,0,-4
144,3,0,28.80236744,1,0,-3
144,4,0,23.08461281,1,0,-2
144,5,0,26.66439143,1,0,-1
144,6,1,35.41289975,1,1,0
144,7,1,34.25654437,1,1,1
144,8,1,45.03672788,1,1,2
144,9,1,40.95487476,1,1,3
144,10,1,43.67438893,1,1,4
145,1,0,24.81440634,1,0,-5
145,2,0,28.86736929,1,0,-4
145,3,0,25.40510779,1,0,-3
145,4,0,19.51584026,1,0,-2
145,5,0,29.49843976,1,0,-1
145,6,1,30.74321553,1,1,0
145,7,1,32.85691659,1,1,1
145,8,1,39.93182009,1,1,2
145,9,1,44.69141536,1,1,3
145,10,1,40.10635788,1,1,4
146,1,0,23.04416506,1,0,-5
146,2,0,31.51107472,1,0,-4
146,3,0,25.7037659,1,0,-3
146,4,0,39.00841557,1,0,-2
146,5,0,30.32754823,1,0,-1
146,6,1,25.1961862,1,1,0
146,7,1,39.26670811,1,1,1
146,8,1,38.90579192,1,1,2
146,9,1,44.94876377,1,1,3
146,10,1,43.36590676,1,1,4
147,1,0,20.80772008,1,0,-5
147,2,0,16.87850882,1,0,-4
147,3,0,23.45488371,1,0,-3
147,4,0,21.74739773,1,0,-2
147,5,0,24.59738275,1,0,-1
147,6,1,36.94289202,1,1,0
147,7,1,43.84952252,1,1,1
147,8,1,38.97335765,1,1,2
147,9,1,32.52058469,1,1,3
147,10,1,42.22301334,1,1,4
148,1,0,27.48315743,1,0,-5
148,2,0,19.95108548,1,0,-4
148,3,0,23.82991417,1,0,-3
148,4,0,26.07344097,1,0,-2
148,5,0,23.57550843,1,0,-1
148,6,1,37.24140217,1,1,0
148,7,1,34.89525926,1,1,1
148,8,1,39.09766222,1,1,2
148,9,1,34.06253911,1,1,3
148,10,1,37.8127085,1,1,4
149,1,0,25.11190679,1,0,-5
149,2,0,21.13583424,1,0,-4
149,3,0,33.13481926,1,0,-3
149,4,0,24.00181907,1,0,-2
149,5,0,28.62342363,1,0,-1
149,6,1,38.66295416,1,1,0
149,7,1,28.40817134,1,1,1
149,8,1,28.19595594,1,1,2
149,9,1,30.87171843,1,1,3
149,10,1,46.31292052,1,1,4
150,1,0,18.74070927,1,0,-5
150,2,0,35.79099643,1,0,-4
150,3,0,21.67876201,1,0,-3
150,4,0,26.92275652,1,0,-2
150,5,0,35.21054976,1,0,-1
150,6,1,44.03046444,1,1,0
150,7,1,45.80751788,1,1,1
150,8,1,43.04183115,1,1,2
150,9,1,43.62031263,1,1,3
150,10,1,42.96263475,1,1,4
151,1,0,25.39180538,1,0,-5
151,2,0,20.24407142,1,0,-4
151,3,0,20.40900558,1,0,-3
151,4,0,25.98312771,1,0,-2
151,5,0,26.64907689,1,0,-1
151,6,1,31.73385975,1,1,0
151,7,1,38.98193724,1,1,1
151,8,1,41.77652604,1,1,2
151,9,1,38.94203443,1,1,3
